campaign_id,client_id,contact_duration,number_contacts,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
3438,3437,92,3,999,0,,0,2022-05-8
3439,3438,17,25,999,0,,0,2022-05-14
3440,3439,422,2,999,0,,0,2022-05-14
3441,3440,17,10,999,0,,0,2022-05-13
3442,3441,301,4,999,0,,0,2022-05-7
3443,3442,267,5,999,0,,0,2022-05-16
3444,3443,475,2,999,0,,0,2022-05-10
3445,3444,770,2,999,0,,0,2022-05-13
3446,3445,487,4,999,0,,0,2022-05-17
3447,3446,126,2,999,0,,0,2022-05-14
3448,3447,114,1,999,0,,0,2022-05-23
3449,3448,136,3,999,0,,0,2022-05-2
3450,3449,196,2,999,0,,0,2022-05-17
3451,3450,129,1,999,0,,0,2022-05-15
3452,3451,257,7,999,0,,0,2022-05-3
3453,3452,365,1,999,0,,0,2022-05-18
3454,3453,697,3,999,0,,1,2022-05-27
3455,3454,192,3,999,0,,0,2022-05-21
3456,3455,244,2,999,0,,0,2022-05-13
3457,3456,118,4,999,0,,0,2022-05-9
3458,3457,160,1,999,0,,0,2022-05-5
3459,3458,101,3,999,0,,0,2022-05-3
3460,3459,56,13,999,0,,0,2022-05-18
3461,3460,430,2,999,0,,0,2022-05-15
3462,3461,242,6,999,0,,0,2022-05-16
3463,3462,809,3,999,0,,0,2022-05-12
3464,3463,317,7,999,0,,0,2022-05-7
3465,3464,7,7,999,0,,0,2022-05-24
3466,3465,493,2,999,0,,0,2022-05-18
3467,3466,381,7,999,0,,0,2022-05-29
3468,3467,112,2,999,0,,0,2022-05-8
3469,3468,523,2,999,0,,0,2022-05-7
3470,3469,309,2,999,0,,0,2022-05-29
3471,3470,184,2,999,0,,0,2022-05-1
3472,3471,850,6,999,0,,0,2022-05-31
3473,3472,420,2,999,0,,0,2022-05-4
3474,3473,118,4,999,0,,0,2022-05-20
3475,3474,71,3,999,0,,0,2022-05-2
3476,3475,314,7,999,0,,0,2022-05-29
3477,3476,196,4,999,0,,0,2022-05-23
3478,3477,151,2,999,0,,0,2022-05-9
3479,3478,95,6,999,0,,0,2022-05-3
3480,3479,516,9,999,0,,0,2022-05-1
3481,3480,855,4,999,0,,0,2022-05-10
3482,3481,78,4,999,0,,0,2022-05-26
3483,3482,875,5,999,0,,0,2022-05-18
3484,3483,124,2,999,0,,0,2022-05-3
3485,3484,24,16,999,0,,0,2022-05-21
3486,3485,190,6,999,0,,0,2022-05-12
3487,3486,53,3,999,0,,0,2022-05-5
3488,3487,278,4,999,0,,0,2022-05-10
3489,3488,284,2,999,0,,0,2022-05-23
3490,3489,262,4,999,0,,0,2022-05-31
3491,3490,391,3,999,0,,0,2022-05-25
3492,3491,263,4,999,0,,0,2022-05-29
3493,3492,214,4,999,0,,0,2022-05-20
3494,3493,88,3,999,0,,0,2022-05-10
3495,3494,255,12,999,0,,0,2022-05-1
3496,3495,202,4,999,0,,0,2022-05-26
3497,3496,438,5,999,0,,0,2022-05-23
3498,3497,311,3,999,0,,0,2022-05-12
3499,3498,426,6,999,0,,0,2022-05-11
3500,3499,302,8,999,0,,0,2022-05-14
3501,3500,213,2,999,0,,0,2022-05-5
3502,3501,214,4,999,0,,0,2022-05-24
3503,3502,90,3,999,0,,0,2022-05-9
3504,3503,448,4,999,0,,0,2022-05-26
3505,3504,70,6,999,0,,0,2022-05-7
3506,3505,347,4,999,0,,0,2022-05-7
3507,3506,892,4,999,0,,1,2022-05-1
3508,3507,320,3,999,0,,0,2022-05-22
3509,3508,175,2,999,0,,0,2022-05-18
3510,3509,222,11,999,0,,0,2022-05-5
3511,3510,98,2,999,0,,0,2022-05-26
3512,3511,734,5,999,0,,0,2022-05-25
3513,3512,177,3,999,0,,0,2022-05-4
3514,3513,65,7,999,0,,0,2022-05-4
3515,3514,543,12,999,0,,0,2022-05-31
3516,3515,374,5,999,0,,0,2022-05-13
3517,3516,241,2,999,0,,0,2022-05-30
3518,3517,137,2,999,0,,0,2022-05-12
3519,3518,178,2,999,0,,0,2022-05-24
3520,3519,297,1,999,0,,0,2022-05-23
3521,3520,491,2,999,0,,0,2022-05-11
3522,3521,377,4,999,0,,0,2022-05-3
3523,3522,84,2,999,0,,0,2022-05-31
3524,3523,122,2,999,0,,0,2022-05-18
3525,3524,135,3,999,0,,0,2022-05-6
3526,3525,246,2,999,0,,0,2022-05-12
3527,3526,95,3,999,0,,0,2022-05-22
3528,3527,248,3,999,0,,0,2022-05-7
3529,3528,336,2,999,0,,0,2022-05-28
3530,3529,28,4,999,0,,0,2022-05-19
3531,3530,371,2,999,0,,0,2022-05-7
3532,3531,329,3,999,0,,0,2022-05-14
3533,3532,597,17,999,0,,0,2022-05-8
3534,3533,247,1,999,0,,0,2022-05-27
3535,3534,343,1,999,0,,0,2022-05-8
3536,3535,266,6,999,0,,0,2022-05-3
3537,3536,137,1,999,0,,0,2022-05-4
3538,3537,159,1,999,0,,0,2022-05-4
3539,3538,206,4,999,0,,0,2022-05-14
3540,3539,69,15,999,0,,0,2022-05-30
3541,3540,228,1,999,0,,0,2022-05-11
3542,3541,515,1,999,0,,1,2022-05-31
3543,3542,144,1,999,0,,0,2022-05-7
3544,3543,29,1,999,0,,0,2022-05-30
3545,3544,512,1,999,0,,0,2022-05-10
3546,3545,813,1,999,0,,1,2022-05-31
3547,3546,247,1,999,0,,0,2022-05-4
3548,3547,601,1,999,0,,0,2022-05-24
3549,3548,73,1,999,0,,0,2022-05-9
3550,3549,144,4,999,0,,0,2022-05-9
3551,3550,230,3,999,0,,0,2022-05-28
3552,3551,456,1,999,0,,0,2022-05-12
3553,3552,75,1,999,0,,0,2022-05-14
3554,3553,225,1,999,0,,0,2022-05-22
3555,3554,387,1,999,0,,0,2022-05-29
3556,3555,286,3,999,0,,0,2022-05-17
3557,3556,286,1,999,0,,0,2022-05-7
3558,3557,448,2,999,0,,0,2022-05-8
3559,3558,223,3,999,0,,0,2022-05-31
3560,3559,136,1,999,0,,0,2022-05-17
3561,3560,93,1,999,0,,0,2022-05-19
3562,3561,212,1,999,0,,0,2022-05-29
3563,3562,178,1,999,0,,0,2022-05-13
3564,3563,111,1,999,0,,0,2022-05-16
3565,3564,803,1,999,0,,1,2022-05-20
3566,3565,150,1,999,0,,0,2022-05-19
3567,3566,844,1,999,0,,1,2022-05-5
3568,3567,297,1,999,0,,0,2022-05-19
3569,3568,529,4,999,0,,0,2022-05-17
3570,3569,137,1,999,0,,0,2022-05-4
3571,3570,676,1,999,0,,1,2022-05-19
3572,3571,656,2,999,0,,0,2022-05-30
3573,3572,249,1,999,0,,0,2022-05-14
3574,3573,88,6,999,0,,0,2022-05-27
3575,3574,1252,1,999,0,,1,2022-05-30
3576,3575,228,2,999,0,,0,2022-05-31
3577,3576,1143,3,999,0,,1,2022-05-26
3578,3577,283,1,999,0,,0,2022-05-17
3579,3578,118,2,999,0,,0,2022-05-18
3580,3579,104,1,999,0,,0,2022-05-25
3581,3580,103,1,999,0,,0,2022-05-20
3582,3581,213,1,999,0,,0,2022-05-7
3583,3582,132,1,999,0,,0,2022-05-19
3584,3583,122,1,999,0,,0,2022-05-29
3585,3584,130,4,999,0,,0,2022-05-11
3586,3585,627,1,999,0,,0,2022-05-31
3587,3586,207,1,999,0,,0,2022-05-6
3588,3587,114,2,999,0,,0,2022-05-8
3589,3588,216,1,999,0,,0,2022-05-4
3590,3589,250,1,999,0,,0,2022-05-22
3591,3590,91,1,999,0,,0,2022-05-18
3592,3591,159,1,999,0,,0,2022-05-5
3593,3592,147,1,999,0,,0,2022-05-26
3594,3593,86,1,999,0,,0,2022-05-1
3595,3594,731,4,999,0,,0,2022-05-27
3596,3595,37,1,999,0,,0,2022-05-29
3597,3596,46,1,999,0,,0,2022-05-13
3598,3597,356,2,999,0,,0,2022-05-13
3599,3598,248,1,999,0,,0,2022-05-28
3600,3599,242,7,999,0,,0,2022-05-1
3601,3600,134,3,999,0,,0,2022-05-19
3602,3601,274,2,999,0,,0,2022-05-12
3603,3602,355,2,999,0,,0,2022-05-21
3604,3603,149,1,999,0,,0,2022-05-1
3605,3604,346,1,999,0,,0,2022-05-20
3606,3605,370,1,999,0,,0,2022-05-20
3607,3606,261,1,999,0,,0,2022-05-25
3608,3607,63,1,999,0,,0,2022-05-2
3609,3608,688,1,999,0,,1,2022-05-10
3610,3609,84,1,999,0,,0,2022-05-27
3611,3610,125,1,999,0,,0,2022-05-17
3612,3611,167,1,999,0,,0,2022-05-3
3613,3612,25,1,999,0,,0,2022-05-24
3614,3613,244,1,999,0,,0,2022-05-30
3615,3614,140,1,999,0,,0,2022-05-26
3616,3615,165,1,999,0,,0,2022-05-26
3617,3616,122,1,999,0,,0,2022-05-20
3618,3617,130,2,999,0,,0,2022-05-24
3619,3618,345,1,999,0,,0,2022-05-22
3620,3619,42,2,999,0,,0,2022-05-27
3621,3620,277,5,999,0,,0,2022-05-27
3622,3621,145,1,999,0,,0,2022-05-22
3623,3622,214,1,999,0,,0,2022-05-20
3624,3623,140,1,999,0,,0,2022-05-6
3625,3624,140,1,999,0,,0,2022-05-10
3626,3625,132,1,999,0,,0,2022-05-21
3627,3626,117,1,999,0,,0,2022-05-2
3628,3627,96,2,999,0,,0,2022-05-22
3629,3628,803,1,999,0,,1,2022-05-14
3630,3629,225,4,999,0,,0,2022-05-31
3631,3630,260,1,999,0,,0,2022-05-3
3632,3631,754,1,999,0,,0,2022-05-28
3633,3632,211,2,999,0,,0,2022-05-30
3634,3633,192,1,999,0,,0,2022-05-14
3635,3634,203,1,999,0,,0,2022-05-3
3636,3635,76,3,999,0,,0,2022-05-18
3637,3636,24,1,999,0,,0,2022-05-1
3638,3637,171,2,999,0,,0,2022-05-20
3639,3638,136,1,999,0,,0,2022-05-17
3640,3639,42,8,999,0,,0,2022-05-12
3641,3640,343,1,999,0,,0,2022-05-14
3642,3641,111,1,999,0,,0,2022-05-11
3643,3642,77,1,999,0,,0,2022-05-30
3644,3643,268,6,999,0,,0,2022-05-11
3645,3644,217,2,999,0,,0,2022-05-19
3646,3645,360,1,999,0,,0,2022-05-31
3647,3646,241,1,999,0,,0,2022-05-23
3648,3647,47,1,999,0,,0,2022-05-24
3649,3648,196,1,999,0,,0,2022-05-6
3650,3649,601,1,999,0,,0,2022-05-22
3651,3650,178,2,999,0,,0,2022-05-4
3652,3651,306,1,999,0,,0,2022-05-18
3653,3652,362,22,999,0,,0,2022-05-24
3654,3653,410,1,999,0,,0,2022-05-27
3655,3654,265,1,999,0,,0,2022-05-16
3656,3655,108,2,999,0,,0,2022-05-9
3657,3656,172,4,999,0,,0,2022-05-31
3658,3657,184,2,999,0,,0,2022-05-25
3659,3658,424,1,999,0,,0,2022-05-8
3660,3659,359,1,999,0,,0,2022-05-19
3661,3660,123,1,999,0,,0,2022-05-19
3662,3661,787,1,999,0,,1,2022-05-20
3663,3662,169,1,999,0,,0,2022-05-31
3664,3663,241,1,999,0,,0,2022-05-9
3665,3664,141,1,999,0,,0,2022-05-27
3666,3665,22,4,999,0,,0,2022-05-10
3667,3666,326,1,999,0,,0,2022-05-11
3668,3667,317,1,999,0,,0,2022-05-3
3669,3668,196,3,999,0,,0,2022-05-9
3670,3669,270,1,999,0,,0,2022-05-30
3671,3670,107,1,999,0,,0,2022-05-10
3672,3671,679,17,999,0,,0,2022-05-6
3673,3672,184,1,999,0,,0,2022-05-22
3674,3673,576,1,999,0,,0,2022-05-4
3675,3674,102,1,999,0,,0,2022-05-26
3676,3675,161,3,999,0,,0,2022-05-11
3677,3676,206,2,999,0,,0,2022-05-18
3678,3677,619,2,999,0,,1,2022-05-9
3679,3678,33,1,999,0,,0,2022-05-2
3680,3679,27,2,999,0,,0,2022-05-8
3681,3680,230,1,999,0,,0,2022-05-21
3682,3681,38,2,999,0,,0,2022-05-10
3683,3682,322,2,999,0,,0,2022-05-19
3684,3683,187,1,999,0,,0,2022-05-19
3685,3684,124,1,999,0,,0,2022-05-20
3686,3685,1230,3,999,0,,1,2022-05-31
3687,3686,107,2,999,0,,0,2022-05-8
3688,3687,379,1,999,0,,0,2022-05-14
3689,3688,95,1,999,0,,0,2022-05-7
3690,3689,42,3,999,0,,0,2022-05-24
3691,3690,197,1,999,0,,0,2022-05-21
3692,3691,320,2,999,0,,0,2022-05-16
3693,3692,223,1,999,0,,0,2022-05-14
3694,3693,912,1,999,0,,1,2022-05-29
3695,3694,230,1,999,0,,0,2022-05-16
3696,3695,489,2,999,0,,0,2022-05-13
3697,3696,98,1,999,0,,0,2022-05-28
3698,3697,894,1,999,0,,1,2022-05-19
3699,3698,38,3,999,0,,0,2022-05-15
3700,3699,323,4,999,0,,0,2022-05-11
3701,3700,335,1,999,0,,0,2022-05-10
3702,3701,161,1,999,0,,0,2022-05-16
3703,3702,410,3,999,0,,0,2022-05-31
3704,3703,280,1,999,0,,0,2022-05-23
3705,3704,374,2,999,0,,0,2022-05-31
3706,3705,193,8,999,0,,0,2022-05-29
3707,3706,166,2,999,0,,0,2022-05-1
3708,3707,865,1,999,0,,0,2022-05-29
3709,3708,258,2,999,0,,0,2022-05-31
3710,3709,215,1,999,0,,0,2022-05-6
3711,3710,136,2,999,0,,0,2022-05-23
3712,3711,299,2,999,0,,0,2022-05-22
3713,3712,381,2,999,0,,0,2022-05-2
3714,3713,197,1,999,0,,0,2022-05-17
3715,3714,412,1,999,0,,0,2022-05-17
3716,3715,376,2,999,0,,0,2022-05-27
3717,3716,393,2,999,0,,0,2022-05-29
3718,3717,56,3,999,0,,0,2022-05-4
3719,3718,112,4,999,0,,0,2022-05-2
3720,3719,155,3,999,0,,0,2022-05-1
3721,3720,703,4,999,0,,0,2022-05-1
3722,3721,141,2,999,0,,0,2022-05-4
3723,3722,475,2,999,0,,0,2022-05-11
3724,3723,121,2,999,0,,0,2022-05-20
3725,3724,471,2,999,0,,0,2022-05-5
3726,3725,121,1,999,0,,0,2022-05-28
3727,3726,177,4,999,0,,0,2022-05-22
3728,3727,344,2,999,0,,0,2022-05-26
3729,3728,229,1,999,0,,0,2022-05-27
3730,3729,404,1,999,0,,0,2022-05-24
3731,3730,287,4,999,0,,0,2022-05-21
3732,3731,329,1,999,0,,0,2022-05-1
3733,3732,433,1,999,0,,0,2022-05-22
3734,3733,216,1,999,0,,0,2022-05-20
3735,3734,1340,1,999,0,,1,2022-05-29
3736,3735,323,2,999,0,,0,2022-05-5
3737,3736,132,11,999,0,,0,2022-05-13
3738,3737,199,4,999,0,,0,2022-05-29
3739,3738,221,2,999,0,,0,2022-05-19
3740,3739,200,2,999,0,,0,2022-05-31
3741,3740,897,1,999,0,,1,2022-05-21
3742,3741,80,2,999,0,,0,2022-05-31
3743,3742,123,3,999,0,,0,2022-05-22
3744,3743,90,2,999,0,,0,2022-05-28
3745,3744,461,2,999,0,,0,2022-05-11
3746,3745,213,14,999,0,,0,2022-05-15
3747,3746,193,11,999,0,,0,2022-05-3
3748,3747,428,1,999,0,,0,2022-05-3
3749,3748,291,1,999,0,,0,2022-05-3
3750,3749,136,1,999,0,,0,2022-05-19
3751,3750,124,1,999,0,,0,2022-05-24
3752,3751,214,4,999,0,,0,2022-05-23
3753,3752,239,3,999,0,,0,2022-05-30
3754,3753,718,1,999,0,,0,2022-05-14
3755,3754,323,1,999,0,,0,2022-05-23
3756,3755,94,1,999,0,,0,2022-05-29
3757,3756,74,1,999,0,,0,2022-05-21
3758,3757,107,1,999,0,,0,2022-05-19
3759,3758,97,3,999,0,,0,2022-05-10
3760,3759,51,1,999,0,,0,2022-05-11
3761,3760,109,1,999,0,,0,2022-05-7
3762,3761,225,1,999,0,,0,2022-05-30
3763,3762,378,1,999,0,,0,2022-05-12
3764,3763,217,1,999,0,,0,2022-05-1
3765,3764,136,1,999,0,,0,2022-05-4
3766,3765,1161,3,999,0,,0,2022-05-21
3767,3766,467,1,999,0,,0,2022-05-22
3768,3767,386,1,999,0,,0,2022-05-18
3769,3768,290,1,999,0,,0,2022-05-14
3770,3769,168,2,999,0,,0,2022-05-6
3771,3770,764,7,999,0,,0,2022-05-19
3772,3771,194,3,999,0,,0,2022-05-15
3773,3772,16,23,999,0,,0,2022-05-28
3774,3773,148,18,999,0,,0,2022-05-9
3775,3774,2680,1,999,0,,1,2022-05-17
3776,3775,242,3,999,0,,0,2022-05-20
3777,3776,269,2,999,0,,0,2022-05-4
3778,3777,208,2,999,0,,0,2022-05-15
3779,3778,370,2,999,0,,0,2022-05-30
3780,3779,274,8,999,0,,0,2022-05-12
3781,3780,326,1,999,0,,0,2022-05-22
3782,3781,337,2,999,0,,0,2022-05-26
3783,3782,104,1,999,0,,0,2022-05-13
3784,3783,788,2,999,0,,0,2022-05-26
3785,3784,353,4,999,0,,0,2022-05-11
3786,3785,14,15,999,0,,0,2022-05-14
3787,3786,698,9,999,0,,0,2022-05-14
3788,3787,180,1,999,0,,0,2022-05-5
3789,3788,257,2,999,0,,0,2022-05-21
3790,3789,467,1,999,0,,0,2022-05-5
3791,3790,233,1,999,0,,0,2022-05-16
3792,3791,218,2,999,0,,0,2022-05-30
3793,3792,304,2,999,0,,0,2022-05-26
3794,3793,315,3,999,0,,0,2022-05-6
3795,3794,40,5,999,0,,0,2022-05-26
3796,3795,698,1,999,0,,0,2022-05-1
3797,3796,76,17,999,0,,0,2022-05-30
3798,3797,355,2,999,0,,0,2022-05-7
3799,3798,557,4,999,0,,0,2022-05-6
3800,3799,148,2,999,0,,0,2022-05-25
3801,3800,128,2,999,0,,0,2022-05-24
3802,3801,130,3,999,0,,0,2022-05-19
3803,3802,280,2,999,0,,0,2022-05-7
3804,3803,152,2,999,0,,0,2022-05-18
3805,3804,283,2,999,0,,0,2022-05-10
3806,3805,523,3,999,0,,0,2022-05-21
3807,3806,316,7,999,0,,0,2022-05-27
3808,3807,1128,3,999,0,,0,2022-05-6
3809,3808,171,4,999,0,,0,2022-05-21
3810,3809,174,15,999,0,,0,2022-05-1
3811,3810,71,11,999,0,,0,2022-05-5
3812,3811,84,4,999,0,,0,2022-05-9
3813,3812,221,2,999,0,,0,2022-05-19
3814,3813,234,2,999,0,,0,2022-05-8
3815,3814,138,2,999,0,,0,2022-05-27
3816,3815,339,5,999,0,,0,2022-05-26
3817,3816,509,2,999,0,,0,2022-05-15
3818,3817,254,16,999,0,,0,2022-05-30
3819,3818,243,3,999,0,,0,2022-05-5
3820,3819,344,4,999,0,,0,2022-05-1
3821,3820,131,4,999,0,,0,2022-05-1
3822,3821,251,4,999,0,,0,2022-05-30
3823,3822,1135,2,999,0,,0,2022-05-23
3824,3823,1106,3,999,0,,0,2022-05-14
3825,3824,312,3,999,0,,0,2022-05-9
3826,3825,292,8,999,0,,0,2022-05-27
3827,3826,279,2,999,0,,0,2022-05-5
3828,3827,293,3,999,0,,0,2022-05-26
3829,3828,198,5,999,0,,0,2022-05-14
3830,3829,1408,2,999,0,,0,2022-05-24
3831,3830,827,2,999,0,,0,2022-05-25
3832,3831,303,5,999,0,,0,2022-05-3
3833,3832,588,3,999,0,,0,2022-05-15
3834,3833,680,3,999,0,,0,2022-05-29
3835,3834,160,6,999,0,,0,2022-05-5
3836,3835,21,3,999,0,,0,2022-05-30
3837,3836,251,3,999,0,,0,2022-05-6
3838,3837,476,3,999,0,,0,2022-05-24
3839,3838,81,6,999,0,,0,2022-05-9
3840,3839,4,2,999,0,,0,2022-05-12
3841,3840,283,3,999,0,,0,2022-05-15
3842,3841,248,2,999,0,,0,2022-05-7
3843,3842,541,5,999,0,,0,2022-05-22
3844,3843,227,2,999,0,,0,2022-05-23
3845,3844,427,3,999,0,,0,2022-05-25
3846,3845,148,9,999,0,,0,2022-05-11
3847,3846,408,10,999,0,,0,2022-05-21
3848,3847,255,3,999,0,,0,2022-05-20
3849,3848,236,2,999,0,,0,2022-05-24
3850,3849,428,2,999,0,,0,2022-05-13
3851,3850,32,3,999,0,,0,2022-05-30
3852,3851,851,2,999,0,,0,2022-05-16
3853,3852,522,5,999,0,,0,2022-05-12
3854,3853,165,4,999,0,,0,2022-05-5
3855,3854,1193,5,999,0,,1,2022-05-8
3856,3855,1144,3,999,0,,0,2022-05-8
3857,3856,730,2,999,0,,0,2022-05-3
3858,3857,167,2,999,0,,0,2022-05-15
3859,3858,1023,4,999,0,,0,2022-05-4
3860,3859,469,2,999,0,,0,2022-05-9
3861,3860,385,7,999,0,,0,2022-05-31
3862,3861,169,3,999,0,,0,2022-05-5
3863,3862,409,3,999,0,,0,2022-05-23
3864,3863,165,6,999,0,,0,2022-05-10
3865,3864,437,2,999,0,,0,2022-05-23
3866,3865,89,2,999,0,,0,2022-05-11
3867,3866,261,6,999,0,,0,2022-05-18
3868,3867,294,4,999,0,,0,2022-05-10
3869,3868,1245,19,999,0,,0,2022-05-19
3870,3869,498,2,999,0,,0,2022-05-27
3871,3870,134,4,999,0,,0,2022-05-25
3872,3871,230,2,999,0,,0,2022-05-3
3873,3872,192,20,999,0,,0,2022-05-16
3874,3873,65,3,999,0,,0,2022-05-7
3875,3874,237,3,999,0,,0,2022-05-9
3876,3875,239,2,999,0,,0,2022-05-19
3877,3876,196,6,999,0,,0,2022-05-28
3878,3877,243,2,999,0,,0,2022-05-26
3879,3878,393,2,999,0,,0,2022-05-27
3880,3879,512,6,999,0,,0,2022-05-6
3881,3880,218,3,999,0,,0,2022-05-6
3882,3881,215,3,999,0,,0,2022-05-25
3883,3882,186,5,999,0,,0,2022-05-27
3884,3883,299,4,999,0,,0,2022-05-23
3885,3884,107,3,999,0,,0,2022-05-1
3886,3885,103,7,999,0,,0,2022-05-23
3887,3886,297,4,999,0,,0,2022-05-17
3888,3887,1064,4,999,0,,1,2022-05-14
3889,3888,90,7,999,0,,0,2022-05-31
3890,3889,59,5,999,0,,0,2022-05-13
3891,3890,102,4,999,0,,0,2022-05-15
3892,3891,1110,3,999,0,,0,2022-05-15
3893,3892,1187,4,999,0,,0,2022-05-6
3894,3893,93,4,999,0,,0,2022-05-25
3895,3894,119,2,999,0,,0,2022-05-21
3896,3895,65,3,999,0,,0,2022-05-31
3897,3896,79,19,999,0,,0,2022-05-21
3898,3897,145,4,999,0,,0,2022-05-19
3899,3898,39,6,999,0,,0,2022-05-1
3900,3899,105,2,999,0,,0,2022-05-30
3901,3900,311,2,999,0,,0,2022-05-10
3902,3901,179,4,999,0,,0,2022-05-3
3903,3902,62,2,999,0,,0,2022-05-23
3904,3903,115,2,999,0,,0,2022-05-10
3905,3904,134,2,999,0,,0,2022-05-17
3906,3905,594,2,999,0,,0,2022-05-24
3907,3906,55,3,999,0,,0,2022-05-4
3908,3907,92,2,999,0,,0,2022-05-27
3909,3908,19,5,999,0,,0,2022-05-15
3910,3909,501,3,999,0,,0,2022-05-28
3911,3910,114,2,999,0,,0,2022-05-16
3912,3911,221,2,999,0,,0,2022-05-15
3913,3912,219,2,999,0,,0,2022-05-21
3914,3913,221,4,999,0,,0,2022-05-19
3915,3914,374,6,999,0,,0,2022-05-22
3916,3915,123,1,999,0,,0,2022-05-9
3917,3916,166,1,999,0,,0,2022-05-12
3918,3917,128,1,999,0,,0,2022-05-24
3919,3918,37,1,999,0,,0,2022-05-20
3920,3919,35,1,999,0,,0,2022-05-22
3921,3920,668,7,999,0,,0,2022-05-5
3922,3921,88,5,999,0,,0,2022-05-29
3923,3922,77,2,999,0,,0,2022-05-25
3924,3923,358,3,999,0,,0,2022-05-9
3925,3924,312,1,999,0,,0,2022-05-24
3926,3925,134,3,999,0,,0,2022-05-18
3927,3926,61,4,999,0,,0,2022-05-7
3928,3927,258,1,999,0,,0,2022-05-14
3929,3928,131,2,999,0,,0,2022-05-20
3930,3929,71,1,999,0,,0,2022-05-27
3931,3930,153,1,999,0,,0,2022-05-15
3932,3931,131,1,999,0,,0,2022-05-20
3933,3932,219,1,999,0,,0,2022-05-27
3934,3933,468,1,999,0,,0,2022-05-30
3935,3934,326,2,999,0,,0,2022-05-14
3936,3935,412,1,999,0,,0,2022-05-4
3937,3936,579,1,999,0,,0,2022-05-12
3938,3937,277,3,999,0,,0,2022-05-12
3939,3938,316,2,999,0,,0,2022-05-11
3940,3939,882,1,999,0,,1,2022-05-2
3941,3940,380,1,999,0,,0,2022-05-4
3942,3941,169,1,999,0,,0,2022-05-8
3943,3942,124,1,999,0,,0,2022-05-25
3944,3943,122,6,999,0,,0,2022-05-14
3945,3944,83,4,999,0,,0,2022-05-17
3946,3945,318,1,999,0,,0,2022-05-25
3947,3946,29,3,999,0,,0,2022-05-22
3948,3947,218,1,999,0,,0,2022-05-28
3949,3948,144,2,999,0,,0,2022-05-31
3950,3949,130,2,999,0,,0,2022-05-16
3951,3950,429,1,999,0,,0,2022-05-26
3952,3951,27,1,999,0,,0,2022-05-6
3953,3952,343,2,999,0,,0,2022-05-11
3954,3953,385,1,999,0,,0,2022-05-10
3955,3954,167,3,999,0,,0,2022-05-8
3956,3955,89,1,999,0,,0,2022-05-22
3957,3956,95,1,999,0,,0,2022-05-27
3958,3957,289,1,999,0,,0,2022-05-22
3959,3958,156,1,999,0,,0,2022-05-15
3960,3959,112,1,999,0,,0,2022-05-28
3961,3960,351,1,999,0,,0,2022-05-4
3962,3961,198,1,999,0,,0,2022-05-28
3963,3962,165,1,999,0,,0,2022-05-28
3964,3963,25,1,999,0,,0,2022-05-8
3965,3964,134,2,999,0,,0,2022-05-11
3966,3965,268,6,999,0,,0,2022-05-21
3967,3966,298,1,999,0,,0,2022-05-2
3968,3967,188,2,999,0,,0,2022-05-27
3969,3968,241,1,999,0,,0,2022-05-28
3970,3969,201,1,999,0,,0,2022-05-7
3971,3970,27,1,999,0,,0,2022-05-31
3972,3971,206,1,999,0,,0,2022-05-1
3973,3972,68,1,999,0,,0,2022-05-10
3974,3973,82,3,999,0,,0,2022-05-17
3975,3974,94,2,999,0,,0,2022-05-11
3976,3975,97,2,999,0,,0,2022-05-20
3977,3976,138,1,999,0,,0,2022-05-22
3978,3977,285,2,999,0,,0,2022-05-1
3979,3978,135,1,999,0,,0,2022-05-25
3980,3979,483,2,999,0,,1,2022-05-7
3981,3980,267,1,999,0,,0,2022-05-15
3982,3981,382,2,999,0,,0,2022-05-15
3983,3982,55,2,999,0,,0,2022-05-29
3984,3983,259,3,999,0,,0,2022-05-28
3985,3984,18,1,999,0,,0,2022-05-23
3986,3985,234,1,999,0,,0,2022-05-28
3987,3986,792,4,999,0,,0,2022-05-14
3988,3987,95,1,999,0,,0,2022-05-24
3989,3988,943,2,999,0,,1,2022-05-2
3990,3989,798,1,999,0,,0,2022-05-16
3991,3990,168,1,999,0,,0,2022-05-28
3992,3991,84,12,999,0,,0,2022-05-30
3993,3992,100,3,999,0,,0,2022-05-19
3994,3993,85,4,999,0,,0,2022-05-9
3995,3994,143,1,999,0,,0,2022-05-29
3996,3995,115,1,999,0,,0,2022-05-30
3997,3996,23,1,999,0,,0,2022-05-9
3998,3997,73,1,999,0,,0,2022-05-21
3999,3998,31,1,999,0,,0,2022-05-28
4000,3999,182,2,999,0,,0,2022-05-29
4001,4000,190,1,999,0,,0,2022-05-21
4002,4001,351,1,999,0,,0,2022-05-28
4003,4002,179,1,999,0,,0,2022-05-3
4004,4003,237,1,999,0,,0,2022-05-4
4005,4004,107,2,999,0,,0,2022-05-18
4006,4005,529,3,999,0,,0,2022-05-21
4007,4006,36,1,999,0,,0,2022-05-4
4008,4007,122,2,999,0,,0,2022-05-13
4009,4008,198,1,999,0,,0,2022-05-1
4010,4009,67,1,999,0,,0,2022-05-9
4011,4010,238,3,999,0,,0,2022-05-30
4012,4011,81,1,999,0,,0,2022-05-23
4013,4012,496,3,999,0,,0,2022-05-22
4014,4013,114,2,999,0,,0,2022-05-13
4015,4014,156,5,999,0,,0,2022-05-27
4016,4015,211,2,999,0,,0,2022-05-2
4017,4016,265,1,999,0,,0,2022-05-5
